id_commande,id_client,ville,categorie,canal_achat,mode_paiement,age_client,genre,anciennete_client_jours,client_premium,quantite,prix_unitaire_fcfa,remise_pct,frais_livraison_fcfa,montant_total_fcfa,mois,jour_semaine,delai_livraison_jours,retard_livraison,satisfaction_1_5,satisfait,retour_produit
CMD200855,CLI11782,Lomé,Téléphonie,Application mobile,Mobile Money,35.0,F,199.0,0,2,114842,0.0,2011,231695,7,Mar,1.0,0,4,1,0
CMD200856,CLI10886,Lomé,Téléphonie,Application mobile,Mobile Money,18.0,F,624.0,0,2,7822,0.0,1819,17463,1,Dim,4.4,0,4,1,0
CMD200857,CLI10490,Lomé,Mode,Application mobile,Mobile Money,21.0,H,31.0,0,3,5989,0.0,1506,19473,2,Jeu,,0,4,1,0
CMD200858,CLI11235,Lomé,Alimentaire,Site web,Espèces à la livraison,36.0,H,43.0,0,2,12365,0.0,1507,26237,10,Mer,1.8,0,4,1,0
CMD200859,CLI10996,Lomé,Maison,Application mobile,Carte bancaire,39.0,F,594.0,0,3,57083,,1419,172668,6,Ven,3.9,0,4,1,0
CMD200860,CLI11152,Lomé,Téléphonie,Application mobile,Mobile Money,46.0,F,162.0,0,4,56076,0.0,1231,225535,4,Mer,4.9,0,4,1,0
CMD200861,CLI10978,Lomé,Mode,Réseaux sociaux,Espèces à la livraison,41.0,H,1625.0,0,7,6479,0.0,1477,46830,4,Mer,2.3,0,4,1,0
CMD200862,CLI10303,Sokodé,Beauté,Site web,Carte bancaire,34.0,H,155.0,0,1,9037,0.0,2977,12014,12,Sam,2.8,0,4,1,0
CMD200863,CLI10526,Kpalimé,Maison,Application mobile,Mobile Money,40.0,F,700.0,0,4,14015,3.9,2143,56017,4,Dim,3.1,0,3,0,0
CMD200864,CLI10917,Lomé,Téléphonie,Réseaux sociaux,Mobile Money,38.0,F,62.0,0,3,30171,0.0,1548,92061,4,Jeu,2.8,0,4,1,0
CMD200865,CLI11147,Lomé,Alimentaire,Réseaux sociaux,Mobile Money,38.0,H,112.0,1,2,5527,11.7,2316,12077,7,Sam,3.7,0,4,1,0
CMD200866,CLI11022,Kara,Mode,Application mobile,Mobile Money,48.0,H,132.0,0,2,21990,0.0,3537,47517,11,Lun,,0,4,1,0
CMD200867,CLI10579,Lomé,Maison,Application mobile,Espèces à la livraison,34.0,F,591.0,1,1,25289,13.8,2218,24017,7,Dim,3.1,0,3,0,0
CMD200868,CLI10969,Lomé,Alimentaire,Site web,Mobile Money,28.0,F,156.0,0,4,3189,6.9,2197,14073,6,Mar,2.6,0,5,1,0
CMD200869,CLI10840,Sokodé,Mode,Réseaux sociaux,Espèces à la livraison,25.0,F,301.0,0,4,9526,0.0,2664,40768,2,Sam,3.4,0,3,0,0
CMD200870,CLI10742,Lomé,Téléphonie,Application mobile,Mobile Money,35.0,F,9.0,1,2,76548,7.5,1450,143064,9,Sam,3.2,0,4,1,0
CMD200871,CLI11259,Lomé,Alimentaire,Site web,Espèces à la livraison,40.0,H,441.0,0,5,4095,0.0,2157,22632,12,Jeu,0.5,0,4,1,0
CMD200872,CLI11063,Lomé,Alimentaire,Application mobile,Carte bancaire,30.0,F,303.0,0,7,4804,6.9,1467,32775,9,Dim,2.9,0,4,1,0
CMD200873,CLI11616,Atakpamé,Mode,Application mobile,Mobile Money,25.0,H,,0,2,19508,0.0,2219,41235,11,Mar,4.2,0,4,1,0
CMD200874,CLI10673,Lomé,Maison,Site web,Carte bancaire,37.0,H,251.0,1,5,20464,7.8,1642,95981,12,Mar,7.2,1,4,1,0
CMD200875,CLI11024,Lomé,Beauté,Application mobile,Mobile Money,37.0,F,143.0,1,3,14898,5.4,1519,43800,6,Lun,0.5,0,4,1,0
CMD200876,CLI11187,Lomé,Beauté,Réseaux sociaux,Mobile Money,26.0,F,551.0,0,2,15700,0.0,875,32275,7,Jeu,3.5,0,4,1,0
CMD200877,CLI10034,Lomé,Alimentaire,Site web,Mobile Money,51.0,H,434.0,0,1,2981,0.0,1700,4681,12,Lun,0.5,0,4,1,0
CMD200878,CLI11225,Lomé,Mode,Site web,Mobile Money,37.0,H,103.0,0,1,1500,0.0,1343,2843,8,Sam,,0,4,1,0
CMD200879,CLI11586,Sokodé,Téléphonie,Application mobile,Mobile Money,44.0,F,497.0,0,2,138972,0.0,3207,281151,5,Mar,2.7,0,4,1,0
CMD200880,CLI10383,Lomé,Maison,Réseaux sociaux,Mobile Money,41.0,H,345.0,1,2,11616,14.3,1420,21330,1,Sam,0.5,0,4,1,0
CMD200881,CLI11610,Kara,Alimentaire,Application mobile,Espèces à la livraison,18.0,F,877.0,0,2,8962,6.2,2698,19511,7,Ven,4.8,0,5,1,0
CMD200882,CLI10310,Sokodé,Électronique,Site web,Mobile Money,37.0,F,122.0,0,3,23249,0.0,2015,71762,4,Sam,8.1,1,2,0,0
CMD200883,CLI11388,Lomé,Beauté,Application mobile,Mobile Money,27.0,F,214.0,0,1,12699,5.3,1814,13840,2,Mer,5.7,1,4,1,0
CMD200884,CLI10790,Lomé,Beauté,Application mobile,Mobile Money,36.0,H,560.0,0,2,3218,0.0,998,7434,3,Dim,4.0,0,4,1,0
CMD200885,CLI10137,Kpalimé,Maison,Réseaux sociaux,Mobile Money,25.0,F,176.0,0,2,8541,5.6,2588,18713,5,Mer,2.5,0,3,0,0
CMD200886,CLI10657,Kara,Électronique,Application mobile,Carte bancaire,44.0,F,172.0,0,2,18416,0.0,2669,39501,5,Ven,6.4,1,4,1,0
CMD200887,CLI10413,Lomé,Électronique,Application mobile,Espèces à la livraison,30.0,H,203.0,0,3,45861,5.4,1569,131723,10,Mar,4.0,0,4,1,0
CMD200888,CLI11437,Lomé,Beauté,Site web,Mobile Money,30.0,H,275.0,0,2,3912,,1221,9045,7,Mar,3.4,0,4,1,0
CMD200889,CLI11235,Lomé,Téléphonie,Réseaux sociaux,Espèces à la livraison,39.0,H,769.0,0,1,49930,0.0,1734,51664,1,Jeu,,0,4,1,0
CMD200890,CLI11195,Lomé,Maison,Réseaux sociaux,Espèces à la livraison,49.0,F,188.0,0,4,25157,7.0,1006,94590,11,Dim,0.5,0,5,1,0
CMD200891,CLI10219,Dapaong,Alimentaire,Réseaux sociaux,Mobile Money,34.0,F,111.0,0,5,8535,4.7,3718,44387,2,Dim,3.9,0,4,1,0
CMD200892,CLI10911,Lomé,Beauté,Application mobile,Mobile Money,24.0,F,976.0,0,1,6584,0.0,1284,7868,2,Mer,4.7,0,5,1,0
CMD200893,CLI11165,Kpalimé,Alimentaire,Réseaux sociaux,Mobile Money,33.0,F,222.0,0,3,14085,0.0,2879,45134,4,Sam,3.7,0,3,0,0
CMD200894,CLI10182,Kpalimé,Électronique,Site web,Mobile Money,32.0,F,733.0,0,1,53835,0.0,1199,55034,4,Ven,2.7,0,5,1,0
CMD200895,CLI11133,Lomé,Maison,Site web,Mobile Money,35.0,F,4.0,0,4,21127,0.0,1999,86507,12,Mer,0.5,0,4,1,0
CMD200896,CLI10008,Sokodé,Alimentaire,Site web,Mobile Money,31.0,H,1169.0,1,1,6725,7.9,3088,9282,3,Ven,3.8,0,5,1,0
CMD200897,CLI11652,Lomé,Maison,Site web,Mobile Money,32.0,F,139.0,0,1,13723,7.8,961,13614,1,Lun,0.9,0,4,1,0
CMD200898,CLI10409,Kara,Alimentaire,Application mobile,Mobile Money,39.0,H,131.0,0,5,8775,0.0,2710,46585,10,Sam,5.1,1,4,1,0
CMD200899,CLI10855,Lomé,Téléphonie,Application mobile,Espèces à la livraison,45.0,F,160.0,0,4,100948,0.0,1379,405171,7,Dim,2.1,0,5,1,0
CMD200900,CLI10907,Lomé,Alimentaire,Application mobile,Mobile Money,30.0,F,543.0,0,1,3631,9.0,1477,4781,11,Lun,4.6,0,4,1,0
CMD200901,CLI11197,Lomé,Maison,Application mobile,Mobile Money,37.0,F,29.0,0,2,15644,0.0,1646,32934,8,Lun,3.7,0,3,0,0
CMD200902,CLI11284,Lomé,Alimentaire,Réseaux sociaux,Mobile Money,32.0,H,311.0,0,5,12426,0.0,853,62983,2,Ven,3.1,0,4,1,0
CMD200903,CLI11226,Atakpamé,Mode,Site web,Mobile Money,54.0,F,241.0,1,3,12778,13.7,2952,36034,4,Mer,4.1,0,3,0,0
CMD200904,CLI11297,Lomé,Beauté,Application mobile,Mobile Money,32.0,H,275.0,0,1,17406,0.0,1116,18522,6,Mar,0.6,0,4,1,0
CMD200905,CLI10307,Lomé,Alimentaire,Réseaux sociaux,Espèces à la livraison,18.0,H,934.0,0,2,13617,5.1,1862,27707,2,Ven,2.9,0,5,1,0
CMD200906,CLI10976,Atakpamé,Mode,Site web,Mobile Money,,H,33.0,0,4,14498,0.0,3077,61069,5,Sam,3.0,0,4,1,0
CMD200907,CLI11403,Lomé,Mode,Application mobile,Espèces à la livraison,,F,408.0,0,3,15124,0.0,1382,46754,3,Dim,5.6,1,2,0,0
CMD200908,CLI10366,Dapaong,Alimentaire,Application mobile,Mobile Money,18.0,F,218.0,0,2,17150,8.8,3847,35129,3,Sam,6.4,1,2,0,0
CMD200909,CLI10347,Kpalimé,Beauté,Site web,Mobile Money,26.0,H,568.0,0,1,7491,6.6,2508,9505,6,Mar,4.1,0,4,1,0
CMD200910,CLI10536,Lomé,Maison,Application mobile,Espèces à la livraison,38.0,F,142.0,1,3,23245,14.7,1806,61290,7,Sam,3.0,0,5,1,1
CMD200911,CLI10553,Lomé,Alimentaire,Réseaux sociaux,Mobile Money,47.0,H,104.0,1,4,8687,13.6,1302,31324,7,Jeu,4.7,0,3,0,0
CMD200912,CLI10457,Lomé,Maison,Application mobile,Espèces à la livraison,20.0,H,348.0,0,3,37505,9.6,1497,103211,1,Mar,1.1,0,5,1,0
CMD200913,CLI10519,Kara,Maison,Site web,Mobile Money,27.0,F,74.0,0,4,25132,0.0,3917,104445,8,Dim,5.3,1,4,1,0
CMD200914,CLI10752,Atakpamé,Électronique,Application mobile,Mobile Money,38.0,H,686.0,0,5,46676,7.9,2250,217193,4,Mer,1.0,0,4,1,0
CMD200915,CLI10244,Atakpamé,Électronique,Site web,Mobile Money,36.0,F,405.0,1,5,37530,10.0,2641,171526,11,Sam,3.9,0,4,1,0
CMD200916,CLI11381,Lomé,Beauté,Application mobile,Carte bancaire,23.0,F,232.0,0,1,2266,0.0,2293,4559,9,Ven,4.0,0,4,1,0
CMD200917,CLI10080,Lomé,Alimentaire,Site web,Carte bancaire,24.0,H,685.0,0,3,7553,0.0,2455,25114,10,Lun,4.3,0,4,1,0
CMD200918,CLI10983,Kpalimé,Électronique,Application mobile,Espèces à la livraison,29.0,F,6.0,1,3,40055,17.2,2082,101579,4,Ven,3.9,0,5,1,0
CMD200919,CLI10381,Kpalimé,Mode,Application mobile,Espèces à la livraison,35.0,H,136.0,0,1,25487,6.8,2248,26002,8,Jeu,0.5,0,4,1,0
CMD200920,CLI11266,Kara,Alimentaire,Application mobile,Mobile Money,49.0,F,1.0,0,3,11872,0.0,2965,38581,1,Dim,4.9,0,5,1,0
CMD200921,CLI10371,Kara,Mode,Application mobile,Mobile Money,28.0,H,125.0,1,4,7244,13.2,2247,27398,12,Ven,0.5,0,5,1,0
CMD200922,CLI10113,Lomé,Électronique,Site web,Espèces à la livraison,32.0,H,728.0,1,2,50040,8.1,1247,93221,8,Mer,3.8,0,5,1,0
CMD200923,CLI11270,Lomé,Maison,Application mobile,Carte bancaire,25.0,H,224.0,0,2,1500,0.0,1554,4554,11,Sam,4.4,0,4,1,0
CMD200924,CLI11224,Kara,Maison,Application mobile,Mobile Money,39.0,F,559.0,0,3,5470,0.0,3085,19495,2,Jeu,5.5,1,4,1,0
CMD200925,CLI11769,Lomé,Mode,Site web,Mobile Money,37.0,H,311.0,0,4,2142,0.0,2019,10587,8,Mer,3.0,0,4,1,0
CMD200926,CLI11176,Kpalimé,Maison,Application mobile,Espèces à la livraison,29.0,H,588.0,0,4,38221,0.0,2325,155209,11,Mar,2.3,0,4,1,0
CMD200927,CLI10200,Kara,Alimentaire,Application mobile,Espèces à la livraison,31.0,H,16.0,0,2,9994,0.0,3239,23227,6,Lun,3.9,0,4,1,0
CMD200928,CLI11468,Lomé,Maison,Site web,Espèces à la livraison,41.0,H,1833.0,0,4,10825,0.0,1754,45054,10,Dim,,0,4,1,0
CMD200929,CLI10288,Lomé,Téléphonie,Site web,Espèces à la livraison,26.0,H,73.0,0,2,38121,8.6,1708,71393,11,Lun,4.9,0,5,1,0
CMD200930,CLI10240,Lomé,Mode,Réseaux sociaux,Espèces à la livraison,43.0,F,81.0,0,3,18144,5.5,1826,53264,9,Jeu,2.0,0,5,1,0
CMD200931,CLI10278,Lomé,Beauté,Application mobile,Espèces à la livraison,30.0,F,579.0,0,3,11825,0.0,1695,37170,1,Mar,0.5,0,3,0,0
CMD200932,CLI10540,Lomé,Maison,Application mobile,Mobile Money,30.0,H,,0,3,1500,0.0,1388,5888,6,Dim,2.8,0,4,1,0
CMD200933,CLI10611,Sokodé,Mode,Réseaux sociaux,Mobile Money,26.0,H,,0,3,13206,0.0,2281,41899,5,Ven,5.6,1,3,0,0
CMD200934,CLI10979,Lomé,Électronique,Application mobile,Mobile Money,25.0,F,313.0,0,1,96807,0.0,904,97711,10,Lun,4.0,0,4,1,0
CMD200935,CLI11282,Lomé,Alimentaire,Réseaux sociaux,Carte bancaire,32.0,F,1148.0,0,2,4715,0.0,1230,10660,7,Jeu,3.3,0,4,1,1
CMD200936,CLI10507,Dapaong,Électronique,Application mobile,Mobile Money,34.0,F,394.0,0,2,64343,7.2,3496,122917,5,Mer,4.6,0,4,1,0
CMD200937,CLI10952,Lomé,Alimentaire,Application mobile,Mobile Money,45.0,F,10.0,0,1,2930,0.0,1671,4601,7,Ven,3.2,0,4,1,0
CMD200938,CLI10683,Lomé,Électronique,Application mobile,Espèces à la livraison,31.0,H,265.0,1,5,68315,17.3,1169,283652,6,Lun,3.4,0,4,1,0
CMD200939,CLI10097,Lomé,Maison,Site web,Mobile Money,29.0,F,197.0,0,3,15105,0.0,1825,47140,2,Sam,3.2,0,5,1,0
CMD200940,CLI11678,Kara,Mode,Application mobile,Espèces à la livraison,42.0,H,57.0,1,2,7972,9.5,3212,17641,3,Mer,8.6,1,3,0,0
CMD200941,CLI11006,Kara,Téléphonie,Réseaux sociaux,Mobile Money,33.0,H,847.0,1,2,38890,17.0,3022,67579,3,Jeu,3.1,0,5,1,0
CMD200942,CLI11144,Kpalimé,Électronique,Site web,Espèces à la livraison,37.0,F,391.0,1,3,24907,10.9,2229,68805,8,Mer,,0,5,1,0
CMD200943,CLI11153,Lomé,Électronique,Application mobile,Mobile Money,33.0,H,604.0,1,2,54316,6.5,1773,103344,11,Sam,3.0,0,4,1,0
CMD200944,CLI11084,Kara,Mode,Site web,Mobile Money,30.0,H,18.0,1,4,23240,19.8,3238,77792,4,Sam,2.5,0,4,1,0
CMD200945,CLI10296,Lomé,Maison,Application mobile,Espèces à la livraison,42.0,F,19.0,0,1,2199,0.0,2108,4307,10,Sam,1.5,0,4,1,0
CMD200946,CLI10411,Lomé,Maison,Site web,Mobile Money,34.0,H,1559.0,0,2,1500,7.5,1799,4574,2,Sam,5.2,1,3,0,0
CMD200947,CLI11428,Kpalimé,Mode,Application mobile,Mobile Money,30.0,F,1237.0,0,1,9279,0.0,3035,12314,11,Mar,2.4,0,3,0,0
CMD200948,CLI11788,Sokodé,Maison,Application mobile,Mobile Money,20.0,H,475.0,0,2,27617,7.1,3198,54510,6,Ven,0.5,0,5,1,0
CMD200949,CLI11537,Lomé,Électronique,Site web,Espèces à la livraison,44.0,F,393.0,0,2,70961,5.9,1043,134592,3,Jeu,1.2,0,5,1,0
CMD200950,CLI10918,Lomé,Alimentaire,Application mobile,Espèces à la livraison,36.0,F,503.0,0,3,2849,,1380,9927,6,Mar,3.6,0,4,1,0
CMD200951,CLI10476,Lomé,Mode,Réseaux sociaux,Mobile Money,33.0,F,4.0,0,2,15816,8.2,2229,31267,10,Ven,1.5,0,4,1,0
CMD200952,CLI10049,Lomé,Alimentaire,Site web,Mobile Money,26.0,H,126.0,0,2,3560,0.0,2442,9562,9,Jeu,1.7,0,3,0,0
CMD200953,CLI10795,Atakpamé,Mode,Site web,Espèces à la livraison,30.0,F,23.0,0,3,9961,3.8,3055,31802,5,Mar,3.3,0,4,1,0
CMD200954,CLI11366,Sokodé,Maison,Application mobile,Espèces à la livraison,54.0,F,594.0,0,3,28459,0.0,2623,88000,4,Jeu,5.3,1,5,1,0
CMD200955,CLI11606,Kpalimé,Alimentaire,Application mobile,Espèces à la livraison,37.0,H,,0,3,10596,0.0,2671,34459,7,Jeu,1.0,0,5,1,0
CMD200956,CLI11542,Lomé,Alimentaire,Site web,Mobile Money,41.0,F,194.0,1,2,7117,7.9,1634,14744,7,Sam,4.4,0,5,1,0
CMD200957,CLI10645,Kara,Mode,Application mobile,Espèces à la livraison,37.0,F,668.0,1,3,21468,6.0,2518,63058,10,Mar,2.4,0,5,1,0
CMD200958,CLI10821,Kara,Mode,Site web,Mobile Money,32.0,F,52.0,0,3,7639,0.0,3279,26196,8,Mar,2.0,0,4,1,0
CMD200959,CLI11365,Sokodé,Alimentaire,Site web,Mobile Money,18.0,H,477.0,0,1,11457,0.0,2693,14150,2,Mer,2.7,0,5,1,0
CMD200960,CLI11267,Lomé,Électronique,Réseaux sociaux,Mobile Money,35.0,H,346.0,0,3,49995,4.3,1420,144956,11,Mer,1.0,0,4,1,0
CMD200961,CLI11048,Dapaong,Mode,Application mobile,Espèces à la livraison,32.0,H,271.0,0,3,26685,0.0,4460,84515,1,Ven,5.9,1,2,0,0
CMD200962,CLI10859,Kara,Mode,Site web,Espèces à la livraison,30.0,H,554.0,0,2,16837,0.0,3558,37232,6,Mar,0.5,0,3,0,0
CMD200963,CLI10035,Lomé,Alimentaire,Application mobile,Espèces à la livraison,50.0,F,351.0,0,1,5958,0.0,1707,7665,8,Dim,0.5,0,4,1,0
CMD200964,CLI11797,Sokodé,Alimentaire,Site web,Mobile Money,24.0,H,268.0,0,3,11713,4.0,2074,35807,2,Ven,1.7,0,4,1,0
CMD200965,CLI10355,Lomé,Téléphonie,Réseaux sociaux,Carte bancaire,33.0,H,525.0,0,1,152483,4.0,1598,147982,6,Sam,,0,4,1,0
CMD200966,CLI11754,Sokodé,Téléphonie,Application mobile,Espèces à la livraison,39.0,F,1439.0,0,3,45658,0.0,2702,139676,5,Mar,2.2,0,4,1,0
CMD200967,CLI10413,Kpalimé,Électronique,Site web,Espèces à la livraison,40.0,H,253.0,1,2,33249,11.3,2685,61669,1,Mer,3.5,0,4,1,0
CMD200968,CLI10221,Lomé,Beauté,Application mobile,Mobile Money,27.0,H,286.0,0,1,11125,6.9,1007,11364,12,Sam,2.1,0,3,0,0
CMD200969,CLI11297,Lomé,Beauté,Site web,Mobile Money,,F,720.0,0,3,5425,5.2,1467,16896,3,Dim,,1,4,1,0
CMD200970,CLI11685,Sokodé,Électronique,Application mobile,Mobile Money,,F,42.0,0,6,27986,0.0,3035,170951,8,Dim,4.4,0,5,1,0
CMD200971,CLI11111,Lomé,Mode,Réseaux sociaux,Espèces à la livraison,45.0,F,465.0,0,3,25133,0.0,2522,77921,1,Jeu,0.5,0,4,1,0
CMD200972,CLI11241,Lomé,Mode,Site web,Mobile Money,39.0,F,921.0,0,3,6289,0.0,1386,20253,7,Ven,2.8,0,5,1,0
CMD200973,CLI10239,Dapaong,Mode,Site web,Mobile Money,22.0,F,251.0,0,3,13913,,3823,45562,3,Sam,2.5,0,4,1,0
CMD200974,CLI10858,Dapaong,Mode,Site web,Mobile Money,50.0,H,446.0,0,5,1500,8.7,4080,10928,6,Lun,3.6,0,4,1,0
CMD200975,CLI10768,Sokodé,Alimentaire,Réseaux sociaux,Espèces à la livraison,38.0,H,118.0,0,1,4473,0.0,2641,7114,4,Ven,4.2,0,4,1,0
CMD200976,CLI10121,Dapaong,Électronique,Site web,Espèces à la livraison,18.0,F,502.0,0,4,16336,0.0,3680,69024,6,Lun,5.9,1,2,0,0
CMD200977,CLI10860,Kara,Maison,Application mobile,Espèces à la livraison,37.0,H,264.0,1,1,18458,15.1,2983,18654,9,Lun,3.1,0,4,1,0
CMD200978,CLI10323,Sokodé,Beauté,Réseaux sociaux,Espèces à la livraison,27.0,F,64.0,0,1,12531,0.0,2887,15418,2,Ven,2.2,0,4,1,0
CMD200979,CLI10969,Lomé,Mode,Site web,Mobile Money,40.0,H,551.0,0,3,20815,0.0,2006,64451,9,Lun,0.5,0,5,1,0
CMD200980,CLI11623,Lomé,Mode,Application mobile,Mobile Money,18.0,H,20.0,1,5,21196,11.1,1894,96110,9,Mer,3.5,0,5,1,1
CMD200981,CLI10069,Sokodé,Téléphonie,Application mobile,Mobile Money,37.0,H,853.0,0,2,119949,8.8,2950,221737,12,Mer,3.5,0,4,1,1
CMD200982,CLI11714,Lomé,Téléphonie,Application mobile,Mobile Money,22.0,F,396.0,0,3,110343,0.0,1650,332679,3,Mer,1.0,0,4,1,0
CMD200983,CLI11135,Sokodé,Mode,Application mobile,Mobile Money,37.0,F,161.0,0,4,10870,9.4,2942,42335,11,Dim,5.9,1,3,0,1
CMD200984,CLI10158,Kpalimé,Mode,Site web,Mobile Money,37.0,F,,0,2,7487,0.0,2131,17105,10,Mer,3.0,0,4,1,1
CMD200985,CLI10494,Dapaong,Mode,Réseaux sociaux,Mobile Money,44.0,H,359.0,0,4,40856,0.0,4142,167566,3,Lun,4.5,0,4,1,0
CMD200986,CLI10479,Lomé,Téléphonie,Réseaux sociaux,Espèces à la livraison,34.0,F,100.0,0,2,106710,9.5,752,193897,3,Jeu,0.5,0,4,1,0
CMD200987,CLI11569,Lomé,Électronique,Application mobile,Mobile Money,43.0,H,112.0,0,3,27900,0.0,1541,85241,1,Lun,0.5,0,5,1,0
CMD200988,CLI10538,Lomé,Mode,Application mobile,Mobile Money,50.0,F,390.0,0,4,18925,4.4,1550,73919,3,Lun,4.0,0,4,1,0
CMD200989,CLI11395,Lomé,Téléphonie,Site web,Espèces à la livraison,35.0,F,622.0,0,3,72728,0.0,1189,219373,9,Sam,4.8,0,3,0,0
CMD200990,CLI10386,Kara,Maison,Application mobile,Mobile Money,39.0,H,295.0,0,2,40132,8.1,3336,77099,5,Mar,3.4,0,3,0,0
CMD200991,CLI11083,Lomé,Maison,Application mobile,Carte bancaire,31.0,F,725.0,0,3,22663,0.0,1303,69292,3,Sam,2.4,0,4,1,0
CMD200992,CLI11687,Lomé,Électronique,Application mobile,Espèces à la livraison,35.0,F,751.0,1,1,82615,16.4,1515,70581,12,Lun,2.1,0,5,1,0
CMD200993,CLI10041,Lomé,Alimentaire,Site web,Mobile Money,37.0,F,636.0,0,3,13580,0.0,1593,42333,10,Lun,3.9,0,3,0,0
CMD200994,CLI11403,Atakpamé,Mode,Site web,Espèces à la livraison,21.0,F,965.0,0,2,13715,0.0,2676,30106,11,Ven,4.3,0,3,0,0
CMD200995,CLI10042,Lomé,Mode,Réseaux sociaux,Mobile Money,29.0,F,1081.0,0,2,24441,8.2,1109,45983,1,Lun,5.2,1,3,0,0
CMD200996,CLI10957,Lomé,Alimentaire,Site web,Espèces à la livraison,37.0,H,72.0,0,1,11397,3.6,1163,12150,10,Mer,0.5,0,5,1,0
CMD200997,CLI11181,Lomé,Alimentaire,Site web,Espèces à la livraison,31.0,F,274.0,0,2,15199,9.6,2186,29666,12,Mer,1.9,0,4,1,0
CMD200998,CLI11699,Lomé,Mode,Application mobile,Mobile Money,38.0,H,242.0,0,1,12030,0.0,1126,13156,1,Lun,4.0,0,4,1,0
CMD200999,CLI10303,Lomé,Électronique,Site web,Espèces à la livraison,40.0,H,169.0,0,4,48160,0.0,1858,194498,1,Mer,2.8,0,5,1,0
CMD201000,CLI10491,Atakpamé,Maison,Site web,Espèces à la livraison,22.0,F,330.0,1,4,14931,19.6,2989,51007,3,Dim,0.5,0,5,1,0
CMD201001,CLI11387,Lomé,Mode,Application mobile,Espèces à la livraison,32.0,H,118.0,0,2,6923,0.0,970,14816,5,Jeu,1.8,0,4,1,1
CMD201002,CLI10762,Dapaong,Mode,Site web,Espèces à la livraison,38.0,F,1230.0,0,1,10157,4.3,4412,14132,5,Jeu,6.1,1,5,1,0
CMD201003,CLI10014,Lomé,Électronique,Site web,Mobile Money,46.0,H,729.0,1,2,60177,19.0,1358,98845,11,Mer,5.5,1,4,1,0
CMD201004,CLI10000,Lomé,Alimentaire,Site web,Mobile Money,32.0,F,66.0,0,3,9381,0.0,2410,30553,1,Sam,4.7,0,4,1,1
CMD201005,CLI10989,Lomé,Maison,Site web,Mobile Money,32.0,F,103.0,0,2,14078,4.6,1189,28050,7,Dim,3.2,0,4,1,0
CMD201006,CLI11353,Lomé,Maison,Application mobile,Mobile Money,41.0,H,107.0,0,2,32423,0.0,1366,66212,12,Dim,2.1,0,3,0,0
CMD201007,CLI10172,Atakpamé,Maison,Application mobile,Espèces à la livraison,18.0,H,465.0,1,2,1500,7.4,2892,5670,3,Sam,3.8,0,3,0,0
CMD201008,CLI11171,Lomé,Mode,Site web,Mobile Money,29.0,H,15.0,0,1,20815,0.0,1807,22622,2,Mer,4.0,0,4,1,0
CMD201009,CLI11010,Dapaong,Mode,Réseaux sociaux,Espèces à la livraison,21.0,F,462.0,0,2,7696,2.9,2873,17819,8,Ven,4.5,0,5,1,0
CMD201010,CLI11581,Lomé,Électronique,Site web,Mobile Money,39.0,F,18.0,0,6,70646,0.0,1709,425585,7,Sam,4.1,0,4,1,0
CMD201011,CLI10287,Lomé,Électronique,Application mobile,Mobile Money,39.0,F,790.0,0,4,55227,0.0,1585,222493,7,Lun,3.4,0,3,0,0
CMD201012,CLI10780,Lomé,Électronique,Application mobile,Carte bancaire,37.0,F,134.0,0,2,1500,0.0,1753,4753,9,Ven,2.0,0,4,1,0
CMD201013,CLI10792,Lomé,Électronique,Site web,Mobile Money,43.0,F,432.0,0,3,69255,4.5,1911,200327,7,Ven,0.9,0,4,1,0
CMD201014,CLI10910,Sokodé,Mode,Réseaux sociaux,Espèces à la livraison,31.0,F,,0,3,1500,0.0,2759,7259,8,Sam,3.4,0,4,1,0
CMD201015,CLI10751,Atakpamé,Mode,Application mobile,Espèces à la livraison,18.0,F,167.0,0,2,23723,5.5,3170,48006,1,Sam,4.1,0,5,1,0
CMD201016,CLI11201,Kara,Alimentaire,Application mobile,Mobile Money,36.0,H,6.0,1,2,11547,15.4,2917,22455,6,Dim,5.0,0,3,0,0
CMD201017,CLI10240,Kpalimé,Téléphonie,Réseaux sociaux,Mobile Money,33.0,F,420.0,1,3,1500,9.0,2994,7089,2,Ven,3.7,0,5,1,1
CMD201018,CLI11721,Lomé,Mode,Application mobile,Mobile Money,39.0,H,893.0,0,3,10129,3.9,2322,31524,11,Mer,1.0,0,3,0,0
CMD201019,CLI10988,Kara,Maison,Application mobile,Mobile Money,45.0,F,557.0,0,2,23803,0.0,2808,50414,1,Mer,2.3,0,4,1,0
CMD201020,CLI11567,Lomé,Mode,Application mobile,Mobile Money,28.0,H,36.0,0,3,8899,7.5,1828,26523,2,Sam,2.5,0,5,1,0
CMD201021,CLI11712,Lomé,Mode,Site web,Mobile Money,32.0,H,131.0,1,3,11567,6.6,1512,33923,6,Sam,0.5,0,4,1,0
CMD201022,CLI10610,Lomé,Alimentaire,Site web,Mobile Money,34.0,H,63.0,0,2,12652,0.0,1478,26782,3,Mer,1.9,0,4,1,0
CMD201023,CLI10977,Lomé,Maison,Application mobile,Espèces à la livraison,,H,241.0,0,2,15181,0.0,1679,32041,6,Dim,4.0,0,4,1,0
CMD201024,CLI11563,Kara,Maison,Application mobile,Mobile Money,31.0,F,59.0,1,4,11569,19.8,3436,40549,9,Sam,4.2,0,5,1,0
